mdRelativePath,articleTitle,articleUrl,relationIndex,relationLabel,relationUrl,decodedUrl,extension,isOcrSupportedExtension,resolveStatus,resolveMethod,resolutionStage,resolutionConfidence,candidateCount,candidatePaths,resolvedRelativePath,sourceBytes,error
人事室_content_ 【轉知】桃園市政府教育局函，教育部國民及學前教育署與國泰人_291.md,【轉知】桃園市政府教育局函，教育部國民及學前教育署與國泰人壽保險服份有限公司共同製作教師節敬師影片「人生的可能性」,https://www.yzu.edu.tw/admin/ho/index.php/tw/?option=com_content&view=article&id=291,1,超連結（檔案）,ht%20tps:/youtu.be/izi_0Q5qrSg,ht tps:/youtu.be/izi_0Q5qrSg,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_ 元智大學 電機工程學系（丙組）誠徵專任教師  (刊登日期：_574.md,元智大學 電機工程學系（丙組）誠徵專任教師  (刊登日期：111.3.28),https://www.yzu.edu.tw/admin/ho/index.php/tw/111-3-28,5,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_ 元智大學工業工程與管理學系 誠徵專任教師 (刊登日期：11_566.md,元智大學工業工程與管理學系 誠徵專任教師 (刊登日期：111.06.24),https://www.yzu.edu.tw/admin/ho/index.php/tw/111-06-24,6,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_ 元智大學工業工程與管理學系 誠徵專任教師 (刊登日期：11_566.md,元智大學工業工程與管理學系 誠徵專任教師 (刊登日期：111.06.24),https://www.yzu.edu.tw/admin/ho/index.php/tw/111-06-24,7,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_【2024遠東精神獎】甄選辦法，敬請全校教職員踴躍申請或推薦_770.md,【2024遠東精神獎】甄選辦法，敬請全校教職員踴躍申請或推薦 (即日起至 2024 年 7 月17日止),https://www.yzu.edu.tw/admin/ho/index.php/tw/2024yuan-dong-jing-shen-jiang-zhen-xuan-ban-fa-jing-qing-quan-xiao-jiao-zhi-yuan-yong-yue-shen-qing-huo-tui-jian-ji-ri-qi-zhi-2024-nian-7-yue17ri-zhi,5,圖片,遠東精神獎提報案件數說明,遠東精神獎提報案件數說明,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_【性別平等教育相關法規宣導】校園性別事件相關之教育人員法令_521.md,【性別平等教育相關法規宣導】校園性別事件相關之教育人員法令,https://www.yzu.edu.tw/admin/ho/index.php/tw/2022-09-13-03-20-46,1,超連結（檔案）,index.php/tw/2016-03-18-03-47-16/2018-10-19-01-58-16,index.php/tw/2016-03-18-03-47-16/2018-10-19-01-58-16,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_【性別平等教育相關法規宣導】校園性別事件相關之教育人員法令_667.md,【性別平等教育相關法規宣導】校園性別事件相關之教育人員法令,https://www.yzu.edu.tw/admin/ho/index.php/tw/xing-bie-ping-deng-jiao-yu-xiang-guan-fa-gui-xuan-dao-xiao-yuan-xing-bie-shi-jian-xiang-guan-zhi-jiao-yu-ren-yuan-fa-ling,1,超連結（檔案）,index.php/tw/2016-03-18-03-47-16/2018-10-19-01-58-16,index.php/tw/2016-03-18-03-47-16/2018-10-19-01-58-16,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_【性別平等教育相關法規宣導】校園性別事件相關之教育人員法令_667.md,【性別平等教育相關法規宣導】校園性別事件相關之教育人員法令,https://www.yzu.edu.tw/admin/ho/index.php/tw/xing-bie-ping-deng-jiao-yu-xiang-guan-fa-gui-xuan-dao-xiao-yuan-xing-bie-shi-jian-xiang-guan-zhi-jiao-yu-ren-yuan-fa-ling,2,超連結（檔案）,index.php/tw/2016-03-18-03-47-16/2016-03-18-09-09-19,index.php/tw/2016-03-18-03-47-16/2016-03-18-09-09-19,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_【轉知】為配合自然人憑證系統虛擬化上線作業，內政部自然人憑證_439.md,【轉知】為配合自然人憑證系統虛擬化上線作業，內政部自然人憑證用戶身分確認服務系統，預定於109年11月27日 19：00至109年11月29日24：00暫停服務。,https://www.yzu.edu.tw/admin/ho/index.php/tw/109-11-27-19-00-109-11-29-24-00,1,超連結（檔案）,icsmoica.moi.gov.tw,icsmoica.moi.gov.tw,.tw,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_110學年度第2學期全校各委員會委員名單_491.md,110學年度第2學期全校各委員會委員名單,https://www.yzu.edu.tw/admin/ho/index.php/tw/110-5,2,超連結（檔案）,index.php/tw/2016-03-17-06-57-02,index.php/tw/2016-03-17-06-57-02,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 工業工程管理學系 徵聘專任教師 (刊登日期：110_592.md,元智大學 工業工程管理學系 徵聘專任教師 (刊登日期：110.8.25),https://www.yzu.edu.tw/admin/ho/index.php/tw/110-8-25,5,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 工業工程與管理學系 誠徵專任_專案教師1名 (刊登_973.md,元智大學 工業工程與管理學系 誠徵專任/專案教師1名 (刊登日期：114.11.7),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-gong-ye-gong-cheng-yu-guan-li-xue-xi-cheng-zheng-zhuan-ren-zhuan-an-jiao-shi1ming-kan-deng-ri-qi-114-11-7,8,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 工業工程與管理學系 誠徵專任教師  (刊登日期：1_560.md,元智大學 工業工程與管理學系 誠徵專任教師  (刊登日期：111.08.11),https://www.yzu.edu.tw/admin/ho/index.php/tw/111-08-11,6,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 工業工程與管理學系 誠徵專任教師  (刊登日期：1_576.md,元智大學 工業工程與管理學系 誠徵專任教師  (刊登日期：111.2.21),https://www.yzu.edu.tw/admin/ho/index.php/tw/111-2-21,6,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 工業工程與管理學系 誠徵專任教師 (刊登日期：11_557.md,元智大學 工業工程與管理學系 誠徵專任教師 (刊登日期：111.11.24),https://www.yzu.edu.tw/admin/ho/index.php/tw/111-11-24,6,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 工業工程與管理學系 誠徵專任教師 (刊登日期：11_587.md,元智大學 工業工程與管理學系 誠徵專任教師 (刊登日期：110.11.11),https://www.yzu.edu.tw/admin/ho/index.php/tw/110-11-11,7,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 工業工程與管理學系 誠徵專任教師(刊登日期：112_678.md,元智大學 工業工程與管理學系 誠徵專任教師(刊登日期：112.10.20),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-gong-ye-gong-cheng-yu-guan-li-xue-xi-cheng-zheng-zhuan-ren-jiao-shi-kan-deng-ri-qi-112-10-20,8,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 工業工程與管理學系 誠徵專任教師(刊登日期：112_678.md,元智大學 工業工程與管理學系 誠徵專任教師(刊登日期：112.10.20),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-gong-ye-gong-cheng-yu-guan-li-xue-xi-cheng-zheng-zhuan-ren-jiao-shi-kan-deng-ri-qi-112-10-20,9,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 工業工程與管理學系 誠徵專任教師1名_752.md,元智大學 工業工程與管理學系 誠徵專任教師1名,https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-gong-ye-gong-cheng-yu-guan-li-xue-xi-cheng-zheng-zhuan-ren-jiao-shi1ming-2,8,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 工業工程與管理學系 誠徵專任教師1名_752.md,元智大學 工業工程與管理學系 誠徵專任教師1名,https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-gong-ye-gong-cheng-yu-guan-li-xue-xi-cheng-zheng-zhuan-ren-jiao-shi1ming-2,9,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 工業工程與管理學系 誠徵專任教師1名(刊登日期：1_786.md,元智大學 工業工程與管理學系 誠徵專任教師1名(刊登日期：113.7.12),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-gong-ye-gong-cheng-yu-guan-li-xue-xi-cheng-zheng-zhuan-ren-jiao-shi1ming-kan-deng-ri-qi-113-7-12,10,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 工業工程與管理學系 誠徵專任教師1名(刊登日期：1_786.md,元智大學 工業工程與管理學系 誠徵專任教師1名(刊登日期：113.7.12),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-gong-ye-gong-cheng-yu-guan-li-xue-xi-cheng-zheng-zhuan-ren-jiao-shi1ming-kan-deng-ri-qi-113-7-12,11,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 工業工程與管理學系 誠徵教師 (刊登日期：110._590.md,元智大學 工業工程與管理學系 誠徵教師 (刊登日期：110.9.17),https://www.yzu.edu.tw/admin/ho/index.php/tw/110-9-17,6,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 公開徵求推薦工程學院院長候選人啟事_498.md,元智大學 公開徵求推薦工程學院院長候選人啟事,https://www.yzu.edu.tw/admin/ho/index.php/tw/2022-03-16-01-03-28,2,超連結（檔案）,index.php/tw/2016-03-17-06-57-02/497-2022-03-16-01-02-02,index.php/tw/2016-03-17-06-57-02/497-2022-03-16-01-02-02,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 公開徵求推薦電機通訊學院院長候選人啟事_486.md,元智大學 公開徵求推薦電機通訊學院院長候選人啟事,https://www.yzu.edu.tw/admin/ho/index.php/tw/2021-12-15-00-58-38,2,超連結（檔案）,index.php/tw/2016-03-17-06-57-02,index.php/tw/2016-03-17-06-57-02,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 公開徵求推薦電機通訊學院院長候選人啟事_486.md,元智大學 公開徵求推薦電機通訊學院院長候選人啟事,https://www.yzu.edu.tw/admin/ho/index.php/tw/2021-12-15-00-58-38,3,超連結（檔案）,index.php/tw/2016-03-17-06-57-02/484-2021-12-10-06-20-15,index.php/tw/2016-03-17-06-57-02/484-2021-12-10-06-20-15,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 化學工程與材料科學學系 誠徵專任或專案客座教師 (_578.md,元智大學 化學工程與材料科學學系 誠徵專任或專案客座教師 (刊登日期：111.02.11)  .,https://www.yzu.edu.tw/admin/ho/index.php/tw/111-02-11,1,超連結（檔案）,../aa/index.php/tw/2016-01-14-06-58-46/42-2016-03-25-06-15-54/441-2016-03-27-02-07-56,../aa/index.php/tw/2016-01-14-06-58-46/42-2016-03-25-06-15-54/441-2016-03-27-02-07-56,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 化學工程與材料科學學系 誠徵專任或專案客座教師 (_578.md,元智大學 化學工程與材料科學學系 誠徵專任或專案客座教師 (刊登日期：111.02.11)  .,https://www.yzu.edu.tw/admin/ho/index.php/tw/111-02-11,3,超連結（檔案）,index.php/tw/2016-03-17-06-14-27%20,index.php/tw/2016-03-17-06-14-27 ,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 資訊傳播學系 誠徵專任教師 (刊登日期：111.0_580.md,元智大學 資訊傳播學系 誠徵專任教師 (刊登日期：111.01.07),https://www.yzu.edu.tw/admin/ho/index.php/tw/111-01-07,6,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 電機工程學系(乙組) 新聘專任師資公告 (刊登日期_890.md,元智大學 電機工程學系(乙組) 新聘專任師資公告 (刊登日期：114.3.12),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-dian-ji-gong-cheng-xue-xi-yi-zu-xin-pin-zhuan-ren-shi-zi-gong-gao-kan-deng-ri-qi-114-3-12,2,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 電機工程學系(乙組) 新聘專任師資公告 (刊登日期_890.md,元智大學 電機工程學系(乙組) 新聘專任師資公告 (刊登日期：114.3.12),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-dian-ji-gong-cheng-xue-xi-yi-zu-xin-pin-zhuan-ren-shi-zi-gong-gao-kan-deng-ri-qi-114-3-12,6,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 電機工程學系(乙組) 誠徵專任師資(公告日期：11_842.md,元智大學 電機工程學系(乙組) 誠徵專任師資(公告日期：113.12.2),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-dian-ji-gong-cheng-xue-xi-yi-zu-cheng-zheng-zhuan-ren-shi-zi-gong-gao-ri-qi-113-12-2,2,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 電機工程學系(乙組) 誠徵專任師資(公告日期：11_842.md,元智大學 電機工程學系(乙組) 誠徵專任師資(公告日期：113.12.2),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-dian-ji-gong-cheng-xue-xi-yi-zu-cheng-zheng-zhuan-ren-shi-zi-gong-gao-ri-qi-113-12-2,6,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 電機工程學系(乙組) 誠徵專任教師 (刊登日期：1_679.md,元智大學 電機工程學系(乙組) 誠徵專任教師 (刊登日期：112.10.27),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-dian-ji-gong-cheng-xue-xi-yi-zu-cheng-zheng-zhuan-ren-jiao-shi-kan-deng-ri-qi-112-10-27,2,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 電機工程學系(乙組) 誠徵專任教師 (刊登日期：1_679.md,元智大學 電機工程學系(乙組) 誠徵專任教師 (刊登日期：112.10.27),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-dian-ji-gong-cheng-xue-xi-yi-zu-cheng-zheng-zhuan-ren-jiao-shi-kan-deng-ri-qi-112-10-27,6,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 電機工程學系(丙組) 誠徵專任_專案師資2名 (公_947.md,元智大學 電機工程學系(丙組) 誠徵專任/專案師資2名 (公告日期：114.8.7),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-dian-ji-gong-cheng-xue-xi-bing-zu-cheng-zheng-zhuan-ren-zhuan-an-shi-zi2ming-gong-gao-ri-qi-114-8-7,3,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 電機工程學系(丙組) 誠徵專任_專案師資2名 (公_947.md,元智大學 電機工程學系(丙組) 誠徵專任/專案師資2名 (公告日期：114.8.7),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-dian-ji-gong-cheng-xue-xi-bing-zu-cheng-zheng-zhuan-ren-zhuan-an-shi-zi2ming-gong-gao-ri-qi-114-8-7,8,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 電機工程學系(丙組) 誠徵專任_專案師資2位 (公_949.md,元智大學 電機工程學系(丙組) 誠徵專任/專案師資2位 (公告日期：114.8.8),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-dian-ji-gong-cheng-xue-xi-bing-zu-cheng-zheng-zhuan-ren-zhuan-an-shi-zi2wei-gong-gao-ri-qi-114-8-8,3,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 電機工程學系(丙組) 誠徵專任_專案師資2位 (公_949.md,元智大學 電機工程學系(丙組) 誠徵專任/專案師資2位 (公告日期：114.8.8),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-dian-ji-gong-cheng-xue-xi-bing-zu-cheng-zheng-zhuan-ren-zhuan-an-shi-zi2wei-gong-gao-ri-qi-114-8-8,8,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 電機工程學系(丙組) 誠徵專任_專案師資２名　(刊_968.md,元智大學 電機工程學系(丙組) 誠徵專任/專案師資２名　(刊登日期：114.10.28),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-dian-ji-gong-cheng-xue-xi-bing-zu-cheng-zheng-zhuan-ren-zhuan-an-shi-zi-kan-deng-ri-qi-114-10-28,2,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 電機工程學系(丙組) 誠徵專任_專案師資２名　(刊_968.md,元智大學 電機工程學系(丙組) 誠徵專任/專案師資２名　(刊登日期：114.10.28),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-dian-ji-gong-cheng-xue-xi-bing-zu-cheng-zheng-zhuan-ren-zhuan-an-shi-zi-kan-deng-ri-qi-114-10-28,6,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 電機工程學系(丙組) 誠徵專任教師 (刊登日期：1_559.md,元智大學 電機工程學系(丙組) 誠徵專任教師 (刊登日期：111.06.08),https://www.yzu.edu.tw/admin/ho/index.php/tw/111-06-08,5,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 電機工程學系(甲組) 誠徵專任教師 (刊登日期：1_556.md,元智大學 電機工程學系(甲組) 誠徵專任教師 (刊登日期：111.12.08),https://www.yzu.edu.tw/admin/ho/index.php/tw/111-12-08,2,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 藝術與設計學系 誠徵專任教師 (刊登日期：111._561.md,元智大學 藝術與設計學系 誠徵專任教師 (刊登日期：111.08.11),https://www.yzu.edu.tw/admin/ho/index.php/tw/111-08-12,1,超連結（檔案）,../aa/index.php/tw/2016-01-14-06-58-46/42-2016-03-25-06-15-54/237-2016-03-25-13-22-59,../aa/index.php/tw/2016-01-14-06-58-46/42-2016-03-25-06-15-54/237-2016-03-25-13-22-59,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 藝術與設計學系 誠徵教師(刊登日期：110.10._589.md,元智大學 藝術與設計學系 誠徵教師(刊登日期：110.10.7),https://www.yzu.edu.tw/admin/ho/index.php/tw/110-10-7,1,超連結（檔案）,../aa/index.php/tw/,../aa/index.php/tw/,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學 藝術與設計學系 誠徵教師(刊登日期：110.10._589.md,元智大學 藝術與設計學系 誠徵教師(刊登日期：110.10.7),https://www.yzu.edu.tw/admin/ho/index.php/tw/110-10-7,3,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學工業工程與管理學系 誠徵專任_專案教師2名 (公告日_895.md,元智大學工業工程與管理學系 誠徵專任/專案教師2名 (公告日期：114.3.20),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-gong-ye-gong-cheng-yu-guan-li-xue-xi-cheng-zheng-zhuan-ren-zhuan-an-jiao-shi2ming-gong-gao-ri-qi-114-3-20,10,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學工業工程與管理學系 誠徵專任_專案教師2名 (公告日_895.md,元智大學工業工程與管理學系 誠徵專任/專案教師2名 (公告日期：114.3.20),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-gong-ye-gong-cheng-yu-guan-li-xue-xi-cheng-zheng-zhuan-ren-zhuan-an-jiao-shi2ming-gong-gao-ri-qi-114-3-20,11,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學工業工程與管理學系 誠徵專任_專案教師2名 (刊登日_846.md,元智大學工業工程與管理學系 誠徵專任/專案教師2名 (刊登日期：113.12.5),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-gong-ye-gong-cheng-yu-guan-li-xue-xi-cheng-zheng-zhuan-ren-zhuan-an-jiao-shi2ming-kan-deng-ri-qi-113-12-5,10,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學工業工程與管理學系 誠徵專任_專案教師2名 (刊登日_846.md,元智大學工業工程與管理學系 誠徵專任/專案教師2名 (刊登日期：113.12.5),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-gong-ye-gong-cheng-yu-guan-li-xue-xi-cheng-zheng-zhuan-ren-zhuan-an-jiao-shi2ming-kan-deng-ri-qi-113-12-5,11,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
人事室_content_元智大學工業工程與管理學系 誠徵專任教師 (刊登日期：115_1010.md,元智大學工業工程與管理學系 誠徵專任教師 (刊登日期：115.1.30),https://www.yzu.edu.tw/admin/ho/index.php/tw/yuan-zhi-da-xue-gong-ye-gong-cheng-yu-guan-li-xue-xi-cheng-zheng-zhuan-ren-jiao-shi-kan-deng-ri-qi-115-1-30,5,超連結（檔案）,index.php/tw/2016-03-17-06-14-27,index.php/tw/2016-03-17-06-14-27,,False,not_file_or_malformed,missing_recheck:plain_text_or_navigation_label,missing_recheck,high_for_exclusion,0,,,0,
